pair_id,dataset,service_name,old_sha,new_sha,old_canonical,new_canonical,generated_at
pair-03663160bbafa42270de,openapi,catalog-service,99dd552a97425d951fb9,32c3442fb8c7b8aee1b7,openapi--catalog-service--03663160--v1.canonical.json,openapi--catalog-service--03663160--v2.canonical.json,2025-11-30T11:52:24+00:00
pair-03ec1027271097b6e1ad,openrewrite,order-service,0110552a966c8de4b737,2608de378c2bafd9e376,openrewrite--order-service--03ec1027--v1.canonical.json,openrewrite--order-service--03ec1027--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-0458e3ff23c33baa3786,openapi,catalog-service,f73337bd2f7cbea5ad03,1cbf5074d296981ab67a,openapi--catalog-service--0458e3ff--v1.canonical.json,openapi--catalog-service--0458e3ff--v2.canonical.json,2025-11-30T11:54:33+00:00
pair-046761cbe39b590e9279,openapi,catalog-service,e6e6ef103ec20e84023a,5f5cd907dd51a5ba45de,openapi--catalog-service--046761cb--v1.canonical.json,openapi--catalog-service--046761cb--v2.canonical.json,2025-11-30T11:53:57+00:00
pair-0475d0961f084637a484,openapi,catalog-service,45d540e8817217282a0e,baac0f4aa210b5d3e8a2,openapi--catalog-service--0475d096--v1.canonical.json,openapi--catalog-service--0475d096--v2.canonical.json,2025-11-30T11:51:11+00:00
pair-04b3c0a11738a05f674c,openrewrite,search-service,0110552a966c8de4b737,a76ba7bb8be55370c9ae,openrewrite--search-service--04b3c0a1--v1.canonical.json,openrewrite--search-service--04b3c0a1--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-06264deef129b14b4967,openrewrite,notifications-service,0110552a966c8de4b737,579e590020bca2526dff,openrewrite--notifications-service--06264dee--v1.canonical.json,openrewrite--notifications-service--06264dee--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-06550d9aea4baf7e61ab,openrewrite,billing-service,0110552a966c8de4b737,6559679c105e8b34ff8a,openrewrite--billing-service--06550d9a--v1.canonical.json,openrewrite--billing-service--06550d9a--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-069ab1d6f0dbf11f1551,openapi,catalog-service,fd30bf2fd180f69e9a85,533f454f4d1be48986cc,openapi--catalog-service--069ab1d6--v1.canonical.json,openapi--catalog-service--069ab1d6--v2.canonical.json,2025-11-30T11:51:57+00:00
pair-06c7ac1e379f131efa1f,openapi,catalog-service,652db39e4b3fb56fa6bc,8bdc094e8490f56710d4,openapi--catalog-service--06c7ac1e--v1.canonical.json,openapi--catalog-service--06c7ac1e--v2.canonical.json,2025-11-30T11:51:58+00:00
pair-07cd292dd7200e039e81,openapi,catalog-service,d016f17b0bfc7f165378,a50f640f424fcdac5e0a,openapi--catalog-service--07cd292d--v1.canonical.json,openapi--catalog-service--07cd292d--v2.canonical.json,2025-11-30T11:52:28+00:00
pair-087fd3c25596688429eb,openrewrite,user-service,0110552a966c8de4b737,01c2b16aa716f2c70086,openrewrite--user-service--087fd3c2--v1.canonical.json,openrewrite--user-service--087fd3c2--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-08abd73c82d8ca800cee,petclinic,petclinic-order-service,6d4ab5cd24f74056fe9c,681d6c11eca3e1a5a7f8,petclinic--petclinic-order-service--08abd73c--v1.canonical.json,petclinic--petclinic-order-service--08abd73c--v2.canonical.json,2025-11-30T11:54:51+00:00
pair-08bf18f6bdc741e5e88a,openapi,catalog-service,39e1f75d3d3ab376f117,4793d241a812dc71f869,openapi--catalog-service--08bf18f6--v1.canonical.json,openapi--catalog-service--08bf18f6--v2.canonical.json,2025-11-30T11:51:45+00:00
pair-08d11c30890076a47420,openapi,catalog-service,8cce26be26cdc9698e4a,662885d74ca5b96876a4,openapi--catalog-service--08d11c30--v1.canonical.json,openapi--catalog-service--08d11c30--v2.canonical.json,2025-11-30T11:49:36+00:00
pair-08f3d83651b4a3170604,openapi,catalog-service,eda8f53a7652a35926d6,0b03459a7843b79865b2,openapi--catalog-service--08f3d836--v1.canonical.json,openapi--catalog-service--08f3d836--v2.canonical.json,2025-11-30T11:52:46+00:00
pair-09c51b5fbfe2cf3fb4c1,openapi,catalog-service,97b3c8a2208ccff4b2d5,7b7410c340892b06dfef,openapi--catalog-service--09c51b5f--v1.canonical.json,openapi--catalog-service--09c51b5f--v2.canonical.json,2025-11-30T11:54:04+00:00
pair-09d4e808ca5034880f0e,openrewrite,shipping-service,0110552a966c8de4b737,a6da55b4660058ddc85c,openrewrite--shipping-service--09d4e808--v1.canonical.json,openrewrite--shipping-service--09d4e808--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-09d975f6ac900eaf893a,openapi,catalog-service,20f7e4321b53811b6278,4afc5d36a5d504f43e77,openapi--catalog-service--09d975f6--v1.canonical.json,openapi--catalog-service--09d975f6--v2.canonical.json,2025-11-30T11:52:06+00:00
pair-09fdb4d10e38d7c87fdd,openrewrite,user-service,0110552a966c8de4b737,54a434c500d1d8c8d0e4,openrewrite--user-service--09fdb4d1--v1.canonical.json,openrewrite--user-service--09fdb4d1--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-0a171820a6011b3ce12a,openrewrite,inventory-service,0110552a966c8de4b737,0753c4147340a3c06710,openrewrite--inventory-service--0a171820--v1.canonical.json,openrewrite--inventory-service--0a171820--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-0a32e4785e7571b5f887,openapi,catalog-service,d3bc870c2ead195c413c,83c3677fda173506acb6,openapi--catalog-service--0a32e478--v1.canonical.json,openapi--catalog-service--0a32e478--v2.canonical.json,2025-11-30T11:49:30+00:00
pair-0a71bac7bb0e7d774716,openrewrite,user-service,0110552a966c8de4b737,8d22194f75e62d552fac,openrewrite--user-service--0a71bac7--v1.canonical.json,openrewrite--user-service--0a71bac7--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-0b5e33ab23c6f7698b82,openrewrite,auth-service,0110552a966c8de4b737,945fdfef55ad4235955b,openrewrite--auth-service--0b5e33ab--v1.canonical.json,openrewrite--auth-service--0b5e33ab--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-0c1c169b987a2c407b49,openrewrite,payment-service,0110552a966c8de4b737,a670bde5af5f3800618c,openrewrite--payment-service--0c1c169b--v1.canonical.json,openrewrite--payment-service--0c1c169b--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-0c2743266ea266243014,openapi,search-service,448ee1a06bfca87967bf,c0d81d185b302700ba31,openapi--search-service--0c274326--v1.canonical.json,openapi--search-service--0c274326--v2.canonical.json,2025-11-30T11:50:09+00:00
pair-0c7dda89b01c6c8bf8fe,openapi,catalog-service,5519c0d7ea9fb0c5c7bd,8619380c8ce8a12e5f18,openapi--catalog-service--0c7dda89--v1.canonical.json,openapi--catalog-service--0c7dda89--v2.canonical.json,2025-11-30T11:50:19+00:00
pair-0ca5a7478444347f2fff,openapi,catalog-service,5353476e14f492372510,cf388caa19f3eefaffff,openapi--catalog-service--0ca5a747--v1.canonical.json,openapi--catalog-service--0ca5a747--v2.canonical.json,2025-11-30T11:54:33+00:00
pair-0ce0d68f6e0706758ed0,openrewrite,payment-service,0110552a966c8de4b737,ee3c0abb97caa7d2bf33,openrewrite--payment-service--0ce0d68f--v1.canonical.json,openrewrite--payment-service--0ce0d68f--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-0d6041d134431af8d434,openapi,catalog-service,208669b22b2560f39246,3e690ae93c788ec3a941,openapi--catalog-service--0d6041d1--v1.canonical.json,openapi--catalog-service--0d6041d1--v2.canonical.json,2025-11-30T11:49:38+00:00
pair-0d96649b206ebfb7488b,openapi,catalog-service,0d771f3f6943c1309592,1b8bfb1c8246acde03d8,openapi--catalog-service--0d96649b--v1.canonical.json,openapi--catalog-service--0d96649b--v2.canonical.json,2025-11-30T11:51:39+00:00
pair-0db418a1ee115da7fd44,openrewrite,auth-service,0110552a966c8de4b737,08618ee852129393b68c,openrewrite--auth-service--0db418a1--v1.canonical.json,openrewrite--auth-service--0db418a1--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-0e0cf178e8ffb27c4d4d,openrewrite,shipping-service,0110552a966c8de4b737,8495267d8358a9f13fd7,openrewrite--shipping-service--0e0cf178--v1.canonical.json,openrewrite--shipping-service--0e0cf178--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-0e42805204ccd3dc7104,openrewrite,auth-service,0110552a966c8de4b737,21f25e459146fa3b10ff,openrewrite--auth-service--0e428052--v1.canonical.json,openrewrite--auth-service--0e428052--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-0ee26a0649df194d81e0,openapi,catalog-service,f4ce911d2bcb02955753,9590f552e14baf0ac8d3,openapi--catalog-service--0ee26a06--v1.canonical.json,openapi--catalog-service--0ee26a06--v2.canonical.json,2025-11-30T11:49:31+00:00
pair-0ef14ed64c0b64d0e69a,openapi,catalog-service,3f548d40e3d74f30198b,401de09c624a73a6c95e,openapi--catalog-service--0ef14ed6--v1.canonical.json,openapi--catalog-service--0ef14ed6--v2.canonical.json,2025-11-30T11:49:55+00:00
pair-0f492e980f23fca783f6,openapi,catalog-service,6954c40acfacacdf0a8c,8251a1273a199b3ec5f1,openapi--catalog-service--0f492e98--v1.canonical.json,openapi--catalog-service--0f492e98--v2.canonical.json,2025-11-30T11:52:11+00:00
pair-10028ad4c35bf8460b9d,openapi,catalog-service,e37dbb5190fe2c2bb7c1,ea14d095e52fcb8d83fa,openapi--catalog-service--10028ad4--v1.canonical.json,openapi--catalog-service--10028ad4--v2.canonical.json,2025-11-30T11:52:41+00:00
pair-10a3a4c867951059dd28,openapi,search-service,ddf34c7e71d9499bbe48,a9cc48a47730a4d4e546,openapi--search-service--10a3a4c8--v1.canonical.json,openapi--search-service--10a3a4c8--v2.canonical.json,2025-11-30T11:50:57+00:00
pair-1152d8fee6a6a183b8e3,openapi,catalog-service,d429c7241143ce9ac792,bfc3685bce6012b86189,openapi--catalog-service--1152d8fe--v1.canonical.json,openapi--catalog-service--1152d8fe--v2.canonical.json,2025-11-30T11:52:19+00:00
pair-11f6ea00d1fac6adc3e4,openapi,catalog-service,892fc4f06af7fe45bc73,dac401f568fd847a1f42,openapi--catalog-service--11f6ea00--v1.canonical.json,openapi--catalog-service--11f6ea00--v2.canonical.json,2025-11-30T11:49:53+00:00
pair-12488264b3912eb207e6,openrewrite,catalog-service,0110552a966c8de4b737,0110552a966c8de4b737,openrewrite--catalog-service--12488264--v1.canonical.json,openrewrite--catalog-service--12488264--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-126da32ded91e2a66faa,openapi,catalog-service,adebc6765c5c633154f5,8450a7272a63a08dd848,openapi--catalog-service--126da32d--v1.canonical.json,openapi--catalog-service--126da32d--v2.canonical.json,2025-11-30T11:51:57+00:00
pair-12d86b64d74b48b9e4da,openapi,catalog-service,1b67e0c42b51b1713831,933f517498b1a5561d70,openapi--catalog-service--12d86b64--v1.canonical.json,openapi--catalog-service--12d86b64--v2.canonical.json,2025-11-30T11:50:14+00:00
pair-12f672e4f4440f1f27ee,openapi,search-service,124b7e298ff60bc73699,789f7bca0ccf4ad8882d,openapi--search-service--12f672e4--v1.canonical.json,openapi--search-service--12f672e4--v2.canonical.json,2025-11-30T11:49:43+00:00
pair-137e25ba01f689bdc545,openapi,catalog-service,0f4bb35f1670821c1d73,ca9ae97432c57c4d94aa,openapi--catalog-service--137e25ba--v1.canonical.json,openapi--catalog-service--137e25ba--v2.canonical.json,2025-11-30T11:50:05+00:00
pair-1386942ea868b4db3def,openapi,catalog-service,ae1e7515fd7e4367c70c,8f84ec8c03713559c372,openapi--catalog-service--1386942e--v1.canonical.json,openapi--catalog-service--1386942e--v2.canonical.json,2025-11-30T11:52:57+00:00
pair-13b3cca575367e37baef,openrewrite,search-service,0110552a966c8de4b737,5f3a89ea20d8841b39a6,openrewrite--search-service--13b3cca5--v1.canonical.json,openrewrite--search-service--13b3cca5--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-13b900e0515f6fe104f5,openapi,catalog-service,7457d642b5e293e3f01f,70cca864217d1be639d8,openapi--catalog-service--13b900e0--v1.canonical.json,openapi--catalog-service--13b900e0--v2.canonical.json,2025-11-30T11:49:31+00:00
pair-13d77be13a99c0e70cf8,openapi,catalog-service,19a4e8c61ae0ed69cc56,f7219b60a7032bddccd8,openapi--catalog-service--13d77be1--v1.canonical.json,openapi--catalog-service--13d77be1--v2.canonical.json,2025-11-30T11:50:26+00:00
pair-1420410dea0aebd44c7d,openapi,catalog-service,70ff843a48657a613953,29523f7feb7fc3b60e6c,openapi--catalog-service--1420410d--v1.canonical.json,openapi--catalog-service--1420410d--v2.canonical.json,2025-11-30T11:49:56+00:00
pair-142297dc833f315129e6,openrewrite,transaction-service,0110552a966c8de4b737,0110552a966c8de4b737,openrewrite--transaction-service--142297dc--v1.canonical.json,openrewrite--transaction-service--142297dc--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-1436728808838155e5c3,openapi,catalog-service,0577a6e53ccf5713f264,5210b6eec33d2a050d7e,openapi--catalog-service--14367288--v1.canonical.json,openapi--catalog-service--14367288--v2.canonical.json,2025-11-30T11:50:44+00:00
pair-14ab595630dc553a9f73,openapi,search-service,4820168c6f007ba34290,c6d7f862bba091e8ba5b,openapi--search-service--14ab5956--v1.canonical.json,openapi--search-service--14ab5956--v2.canonical.json,2025-11-30T11:51:03+00:00
pair-14cba400b614bb31846e,openrewrite,search-service,0110552a966c8de4b737,0110552a966c8de4b737,openrewrite--search-service--14cba400--v1.canonical.json,openrewrite--search-service--14cba400--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-15799700658704016a6a,openrewrite,billing-service,0110552a966c8de4b737,8fd29a6b71d720f1b005,openrewrite--billing-service--15799700--v1.canonical.json,openrewrite--billing-service--15799700--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-15ec332ba7f955d291cd,openrewrite,order-service,0110552a966c8de4b737,2af9f469bb717e9600ef,openrewrite--order-service--15ec332b--v1.canonical.json,openrewrite--order-service--15ec332b--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-16b2c2ceedb9700c29ba,petclinic,petclinic-order-service,6d4ab5cd24f74056fe9c,9bb4fea8941659231dc0,petclinic--petclinic-order-service--16b2c2ce--v1.canonical.json,petclinic--petclinic-order-service--16b2c2ce--v2.canonical.json,2025-11-30T11:54:51+00:00
pair-17a70bf4f0ee20e5fd90,openapi,catalog-service,4eeea5a150a4bab8d47e,1d155e787d347044e788,openapi--catalog-service--17a70bf4--v1.canonical.json,openapi--catalog-service--17a70bf4--v2.canonical.json,2025-11-30T11:53:28+00:00
pair-18a021a0741637ad00ca,openapi,catalog-service,fb80526c48c8098e8c02,431df321a3796bdca8d5,openapi--catalog-service--18a021a0--v1.canonical.json,openapi--catalog-service--18a021a0--v2.canonical.json,2025-11-30T11:49:28+00:00
pair-1943869238d4b7b47d32,petclinic,petclinic-shipping-service,5b5589b344fca6280e0d,dbc18bcf380af640a7ef,petclinic--petclinic-shipping-service--19438692--v1.canonical.json,petclinic--petclinic-shipping-service--19438692--v2.canonical.json,2025-11-30T12:18:10+00:00
pair-196e57463457dd8328b2,petclinic,petclinic-shipping-service,5b5589b344fca6280e0d,5bbddf38ce60a8d4e66f,petclinic--petclinic-shipping-service--196e5746--v1.canonical.json,petclinic--petclinic-shipping-service--196e5746--v2.canonical.json,2025-11-30T11:54:51+00:00
pair-197f5877775c5a8e2d04,openrewrite,inventory-service,0110552a966c8de4b737,3abddb769c298b47e29c,openrewrite--inventory-service--197f5877--v1.canonical.json,openrewrite--inventory-service--197f5877--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-19b487d93a68b7eab715,openapi,catalog-service,b8bb1bbf4867ee3f8625,39c4234885d04122af2d,openapi--catalog-service--19b487d9--v1.canonical.json,openapi--catalog-service--19b487d9--v2.canonical.json,2025-11-30T11:54:40+00:00
pair-1a0485f4001303fa71fa,openapi,search-service,dac9a55e5a96e69cec6c,8c48a181fc10a4e9af40,openapi--search-service--1a0485f4--v1.canonical.json,openapi--search-service--1a0485f4--v2.canonical.json,2025-11-30T11:51:32+00:00
pair-1abe96c7ffee2ef65029,openapi,search-service,2e118d7f83736684a5eb,4133cd1c29ef8bb99f69,openapi--search-service--1abe96c7--v1.canonical.json,openapi--search-service--1abe96c7--v2.canonical.json,2025-11-30T11:50:58+00:00
pair-1ac3391ca354b1b58ee9,openapi,catalog-service,87ec360c406b95a4bd00,96e4533d8a4c60f844be,openapi--catalog-service--1ac3391c--v1.canonical.json,openapi--catalog-service--1ac3391c--v2.canonical.json,2025-11-30T11:52:14+00:00
pair-1af3854e9791cb1cb4fb,openrewrite,notifications-service,0110552a966c8de4b737,62fb4becd98fac7c15b0,openrewrite--notifications-service--1af3854e--v1.canonical.json,openrewrite--notifications-service--1af3854e--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-1bf5c55966d6cb55dc89,openapi,catalog-service,79d98cda5c650f55d626,dbf683eba49276f2110c,openapi--catalog-service--1bf5c559--v1.canonical.json,openapi--catalog-service--1bf5c559--v2.canonical.json,2025-11-30T11:49:34+00:00
pair-1c0b215c03683dd0db9e,openapi,catalog-service,c516d965973e03d85941,947431d06e1c4eaf6c3e,openapi--catalog-service--1c0b215c--v1.canonical.json,openapi--catalog-service--1c0b215c--v2.canonical.json,2025-11-30T11:51:07+00:00
pair-1c3c576d40f48026928a,openapi,catalog-service,80d550254fbf39145668,5f09333f4849a4b44515,openapi--catalog-service--1c3c576d--v1.canonical.json,openapi--catalog-service--1c3c576d--v2.canonical.json,2025-11-30T11:51:32+00:00
pair-1c40154d5750b131c3c0,openrewrite,user-service,0110552a966c8de4b737,af52d3512c57dff6b376,openrewrite--user-service--1c40154d--v1.canonical.json,openrewrite--user-service--1c40154d--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-1c54a7c5cebf559991db,openrewrite,inventory-service,0110552a966c8de4b737,aff5ddbfd761da9bdbd4,openrewrite--inventory-service--1c54a7c5--v1.canonical.json,openrewrite--inventory-service--1c54a7c5--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-1c69355ea5dc6e2eb8b8,openapi,catalog-service,ac90078b74ccaa38a62b,2c668b34cbf13fe9907e,openapi--catalog-service--1c69355e--v1.canonical.json,openapi--catalog-service--1c69355e--v2.canonical.json,2025-11-30T11:54:08+00:00
pair-1c8ed9b726bef074b0e7,openapi,search-service,970ab3cd783067a4e7c6,c9de232f22c9c291f1ea,openapi--search-service--1c8ed9b7--v1.canonical.json,openapi--search-service--1c8ed9b7--v2.canonical.json,2025-11-30T11:49:41+00:00
pair-1d03341f9984c859b0dc,openrewrite,user-service,0110552a966c8de4b737,29ddead4e9eae90965d7,openrewrite--user-service--1d03341f--v1.canonical.json,openrewrite--user-service--1d03341f--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-1d55a88dd6d262f0bad1,openapi,catalog-service,94474add212eff505eba,cfc4248bbee87470cefa,openapi--catalog-service--1d55a88d--v1.canonical.json,openapi--catalog-service--1d55a88d--v2.canonical.json,2025-11-30T11:54:16+00:00
pair-1dbfe623366eaeb30426,openrewrite,catalog-service,0110552a966c8de4b737,f4a4dcc834b47b61e337,openrewrite--catalog-service--1dbfe623--v1.canonical.json,openrewrite--catalog-service--1dbfe623--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-1e23dd464af90f1de31c,openapi,catalog-service,c57380457388c044b6a3,42c4d1185555e855d7d3,openapi--catalog-service--1e23dd46--v1.canonical.json,openapi--catalog-service--1e23dd46--v2.canonical.json,2025-11-30T11:52:03+00:00
pair-1e47561779518400c093,openapi,catalog-service,754cd5049ebc3f26d174,cdccae6afa68034ebdb6,openapi--catalog-service--1e475617--v1.canonical.json,openapi--catalog-service--1e475617--v2.canonical.json,2025-11-30T11:50:16+00:00
pair-1e913d357d665add7697,openrewrite,notifications-service,0110552a966c8de4b737,ed5cd51f0d3f68a36227,openrewrite--notifications-service--1e913d35--v1.canonical.json,openrewrite--notifications-service--1e913d35--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-1f8fb42d2fd05583975e,openapi,catalog-service,6a441a86913a5bbe9550,be8bec326f69e280c4be,openapi--catalog-service--1f8fb42d--v1.canonical.json,openapi--catalog-service--1f8fb42d--v2.canonical.json,2025-11-30T11:53:08+00:00
pair-201c54ee5d252c97329a,openapi,catalog-service,0ac978eb9c946982c24e,ad745f20b835e91b43ab,openapi--catalog-service--201c54ee--v1.canonical.json,openapi--catalog-service--201c54ee--v2.canonical.json,2025-11-30T11:52:12+00:00
pair-2024e8286c4e57dd0b4c,openrewrite,notifications-service,0110552a966c8de4b737,0fb6df6be96cf57921f7,openrewrite--notifications-service--2024e828--v1.canonical.json,openrewrite--notifications-service--2024e828--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-2033053fffcbc05f3294,openapi,catalog-service,e58187ad22b9e58e0fc5,0a619dc843ab270328bb,openapi--catalog-service--2033053f--v1.canonical.json,openapi--catalog-service--2033053f--v2.canonical.json,2025-11-30T11:52:19+00:00
pair-2047731720f32f05f0c8,openrewrite,search-service,0110552a966c8de4b737,8cd008afce636c1f439a,openrewrite--search-service--20477317--v1.canonical.json,openrewrite--search-service--20477317--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-204dbe2a3f5695cdf0ee,petclinic,petclinic-order-service,6d4ab5cd24f74056fe9c,0e5b6ac570e7b765d817,petclinic--petclinic-order-service--204dbe2a--v1.canonical.json,petclinic--petclinic-order-service--204dbe2a--v2.canonical.json,2025-11-30T11:54:51+00:00
pair-20ab7e2f78cdd522314c,openapi,search-service,0888c11062d1e964faa0,40ad3453d2afeb97b363,openapi--search-service--20ab7e2f--v1.canonical.json,openapi--search-service--20ab7e2f--v2.canonical.json,2025-11-30T11:49:39+00:00
pair-211d758eb2e0aba76d36,openapi,catalog-service,b8159fa5ac1761c828e0,34ee7f8053fb6860a5a3,openapi--catalog-service--211d758e--v1.canonical.json,openapi--catalog-service--211d758e--v2.canonical.json,2025-11-30T11:50:36+00:00
pair-2120313ec2163c25538a,openrewrite,analytics-service,0110552a966c8de4b737,4eec664cca422385dfc6,openrewrite--analytics-service--2120313e--v1.canonical.json,openrewrite--analytics-service--2120313e--v2.canonical.json,2025-11-30T12:18:20+00:00
pair-2142b7b1cbaa129884ac,openapi,catalog-service,d210019228d81869061b,45f8f7e1a14b48bc253a,openapi--catalog-service--2142b7b1--v1.canonical.json,openapi--catalog-service--2142b7b1--v2.canonical.json,2025-11-30T11:50:43+00:00
pair-21cf2d7e95186f6a383e,openrewrite,billing-service,0110552a966c8de4b737,6ab8da8b9d80747a58e3,openrewrite--billing-service--21cf2d7e--v1.canonical.json,openrewrite--billing-service--21cf2d7e--v2.canonical.json,2025-11-30T12:18:21+00:00
pair-21e5776b0fcb45db0fa9,openapi,catalog-service,76cdd053bd1a4e08f414,9ffcc8b5825564eaa1f8,openapi--catalog-service--21e5776b--v1.canonical.json,openapi--catalog-service--21e5776b--v2.canonical.json,2025-11-30T11:51:07+00:00
pair-220646056ad13d11f6d1,openapi,search-service,5aa0ea38931539902abc,b5a6d8f86a02a752e9cb,openapi--search-service--22064605--v1.canonical.json,openapi--search-service--22064605--v2.canonical.json,2025-11-30T11:50:56+00:00
pair-2292612ed13803e6fa8f,openapi,search-service,9dbe1b1379e90664f904,eb2d6a16930e6375980d,openapi--search-service--2292612e--v1.canonical.json,openapi--search-service--2292612e--v2.canonical.json,2025-11-30T11:49:42+00:00
pair-22cb005705af5ebbd953,openapi,catalog-service,ee1e5870d1298f4d1ea0,d56e3d6f41ba2d233814,openapi--catalog-service--22cb0057--v1.canonical.json,openapi--catalog-service--22cb0057--v2.canonical.json,2025-11-30T11:49:38+00:00
pair-22f08f54841e734017b9,openapi,catalog-service,5330c65f8e66b5e1e6ef,c7e0f10bb1fab14004d0,openapi--catalog-service--22f08f54--v1.canonical.json,openapi--catalog-service--22f08f54--v2.canonical.json,2025-11-30T11:54:51+00:00
pair-2308aad0ebff77707f05,openapi,catalog-service,47392780afe10ff6bbaf,47145d15fe4550ed4b30,openapi--catalog-service--2308aad0--v1.canonical.json,openapi--catalog-service--2308aad0--v2.canonical.json,2025-11-30T11:50:17+00:00
pair-2309e8b447ded12db306,openapi,catalog-service,25f40f0483d7ec99bbfb,d0de11e44123e76a55a7,openapi--catalog-service--2309e8b4--v1.canonical.json,openapi--catalog-service--2309e8b4--v2.canonical.json,2025-11-30T11:49:52+00:00
pair-23788f8befa469dfe7e2,openapi,catalog-service,9b3b3c20684761539025,9283cdfd95c0165d4d87,openapi--catalog-service--23788f8b--v1.canonical.json,openapi--catalog-service--23788f8b--v2.canonical.json,2025-11-30T11:52:57+00:00
pair-238437de2684758b45b5,openapi,catalog-service,b4f632557927c81a0f5b,c9352305b23c5f9b4943,openapi--catalog-service--238437de--v1.canonical.json,openapi--catalog-service--238437de--v2.canonical.json,2025-11-30T11:53:03+00:00
pair-23893de41da23ecc56b3,openrewrite,auth-service,0110552a966c8de4b737,0f58329363f0028214b0,openrewrite--auth-service--23893de4--v1.canonical.json,openrewrite--auth-service--23893de4--v2.canonical.json,2025-11-30T12:18:20+00:00
