ace_id,pair_id,project,old_version,new_version,type,raw_type,method,path,path_depth,breaking_change,shared_schemas_count,calls_services_count,has_request_body,has_response_body,detail_len,is_add,is_remove,detail
pair-0308b71b4633c58c78ef::ace::3,pair-0308b71b4633c58c78ef,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-9551f0e2d52b/auto70538,2,0,0,0,0,0,0,0,0,
pair-0308b71b4633c58c78ef::ace::4,pair-0308b71b4633c58c78ef,,,,enum_narrowed,ENUM_NARROWED,get,/synth-openapi-9551f0e2d52b/auto70538,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::0,pair-030916913363ba22e658,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-d87df18a24b2/auto66425,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::1,pair-030916913363ba22e658,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-d87df18a24b2/auto13916,2,1,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::10,pair-030916913363ba22e658,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-d87df18a24b2/auto25363,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::11,pair-030916913363ba22e658,,,,response_code_removed,RESPONSE_CODE_REMOVED,get,/synth-openapi-d87df18a24b2/auto24406,2,1,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::2,pair-030916913363ba22e658,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-d87df18a24b2/auto90248,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::3,pair-030916913363ba22e658,,,,response_code_removed,RESPONSE_CODE_REMOVED,get,/synth-openapi-d87df18a24b2/auto25363,2,1,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::4,pair-030916913363ba22e658,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-d87df18a24b2/auto90248,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::5,pair-030916913363ba22e658,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-d87df18a24b2/auto24406,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::6,pair-030916913363ba22e658,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-d87df18a24b2/auto13916,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::7,pair-030916913363ba22e658,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-d87df18a24b2/auto24406,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::8,pair-030916913363ba22e658,,,,param_added,PARAM_ADDED,get,/synth-openapi-d87df18a24b2/auto90248,2,0,0,0,0,0,0,0,0,
pair-030916913363ba22e658::ace::9,pair-030916913363ba22e658,,,,param_added,PARAM_ADDED,get,/synth-openapi-d87df18a24b2/auto90248,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::0,pair-0372ea56a43099de0814,,,,param_added,PARAM_ADDED,get,/synth-openapi-f38a3b7cd3da/auto33658,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::1,pair-0372ea56a43099de0814,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-f38a3b7cd3da/items,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::10,pair-0372ea56a43099de0814,,,,param_added,PARAM_ADDED,get,/synth-openapi-f38a3b7cd3da/auto19475,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::11,pair-0372ea56a43099de0814,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-f38a3b7cd3da/auto19475,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::2,pair-0372ea56a43099de0814,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-f38a3b7cd3da/auto19475,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::3,pair-0372ea56a43099de0814,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-f38a3b7cd3da/items,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::4,pair-0372ea56a43099de0814,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-f38a3b7cd3da/auto19475,2,1,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::5,pair-0372ea56a43099de0814,,,,param_added,PARAM_ADDED,get,/synth-openapi-f38a3b7cd3da/items,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::6,pair-0372ea56a43099de0814,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-f38a3b7cd3da/auto19475,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::7,pair-0372ea56a43099de0814,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-f38a3b7cd3da/auto19475,2,0,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::8,pair-0372ea56a43099de0814,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-f38a3b7cd3da/auto19475,2,1,0,0,0,0,0,0,0,
pair-0372ea56a43099de0814::ace::9,pair-0372ea56a43099de0814,,,,param_added,PARAM_ADDED,get,/synth-openapi-f38a3b7cd3da/items,2,0,0,0,0,0,0,0,0,
pair-03a934fd833a9a9dc604::ace::0,pair-03a934fd833a9a9dc604,,,,endpoint_added,ENDPOINT_ADDED,get,/carts/{id},2,0,0,0,0,0,11,0,0,/carts/{id}
pair-040d23bf957a00b3512b::ace::0,pair-040d23bf957a00b3512b,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-ec5ffdc0f2da/auto93191,2,0,0,0,0,0,0,0,0,
pair-040d23bf957a00b3512b::ace::1,pair-040d23bf957a00b3512b,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-ec5ffdc0f2da/auto29466,2,0,0,0,0,0,0,0,0,
pair-040d23bf957a00b3512b::ace::2,pair-040d23bf957a00b3512b,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-ec5ffdc0f2da/auto93191,2,1,0,0,0,0,0,0,0,
pair-040d23bf957a00b3512b::ace::3,pair-040d23bf957a00b3512b,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-ec5ffdc0f2da/items,2,1,0,0,0,0,0,0,0,
pair-040d23bf957a00b3512b::ace::4,pair-040d23bf957a00b3512b,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-ec5ffdc0f2da/auto77072,2,1,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::0,pair-041c1ee74ad5a128e230,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-3f3cc0090565/auto35773,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::1,pair-041c1ee74ad5a128e230,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-3f3cc0090565/items,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::2,pair-041c1ee74ad5a128e230,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-3f3cc0090565/auto78768,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::3,pair-041c1ee74ad5a128e230,,,,param_added,PARAM_ADDED,get,/synth-openapi-3f3cc0090565/auto78768,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::4,pair-041c1ee74ad5a128e230,,,,enum_narrowed,ENUM_NARROWED,get,/synth-openapi-3f3cc0090565/auto78763,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::5,pair-041c1ee74ad5a128e230,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-3f3cc0090565/items,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::6,pair-041c1ee74ad5a128e230,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-3f3cc0090565/items,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::7,pair-041c1ee74ad5a128e230,,,,param_added,PARAM_ADDED,get,/synth-openapi-3f3cc0090565/auto35773,2,0,0,0,0,0,0,0,0,
pair-041c1ee74ad5a128e230::ace::8,pair-041c1ee74ad5a128e230,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-3f3cc0090565/auto78763,2,0,0,0,0,0,0,0,0,
pair-049b266d4db397904361::ace::0,pair-049b266d4db397904361,,,,endpoint_added,ENDPOINT_ADDED,get,/profiles/{id},2,0,0,0,0,0,14,0,0,/profiles/{id}
pair-04afea854d811999b4e6::ace::0,pair-04afea854d811999b4e6,,,,endpoint_added,ENDPOINT_ADDED,get,/transactions/{id},2,0,0,0,0,0,18,0,0,/transactions/{id}
pair-04c404a5f7df56bc9cf5::ace::0,pair-04c404a5f7df56bc9cf5,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-1454b62bdd4f/auto92042,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::1,pair-04c404a5f7df56bc9cf5,,,,enum_narrowed,ENUM_NARROWED,get,/synth-openapi-1454b62bdd4f/auto92042,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::10,pair-04c404a5f7df56bc9cf5,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-1454b62bdd4f/auto36507,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::11,pair-04c404a5f7df56bc9cf5,,,,param_added,PARAM_ADDED,get,/synth-openapi-1454b62bdd4f/items,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::2,pair-04c404a5f7df56bc9cf5,,,,param_added,PARAM_ADDED,get,/synth-openapi-1454b62bdd4f/auto85896,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::3,pair-04c404a5f7df56bc9cf5,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-1454b62bdd4f/auto69607,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::4,pair-04c404a5f7df56bc9cf5,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-1454b62bdd4f/auto92042,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::5,pair-04c404a5f7df56bc9cf5,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-1454b62bdd4f/auto85896,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::6,pair-04c404a5f7df56bc9cf5,,,,param_added,PARAM_ADDED,get,/synth-openapi-1454b62bdd4f/auto92042,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::7,pair-04c404a5f7df56bc9cf5,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-1454b62bdd4f/auto69607,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::8,pair-04c404a5f7df56bc9cf5,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-1454b62bdd4f/auto69607,2,0,0,0,0,0,0,0,0,
pair-04c404a5f7df56bc9cf5::ace::9,pair-04c404a5f7df56bc9cf5,,,,enum_narrowed,ENUM_NARROWED,get,/synth-openapi-1454b62bdd4f/auto21693,2,0,0,0,0,0,0,0,0,
pair-055484828a00b062c383::ace::0,pair-055484828a00b062c383,,,,endpoint_added,ENDPOINT_ADDED,get,/billing/{id},2,0,0,0,0,0,13,0,0,/billing/{id}
pair-057ce9c2c22d8fb52b75::ace::0,pair-057ce9c2c22d8fb52b75,,,,response_code_removed,RESPONSE_CODE_REMOVED,get,/synth-openapi-a26f4e54d45d/items,2,1,0,0,0,0,0,0,0,
pair-057ce9c2c22d8fb52b75::ace::1,pair-057ce9c2c22d8fb52b75,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-a26f4e54d45d/auto11955,2,0,0,0,0,0,0,0,0,
pair-057ce9c2c22d8fb52b75::ace::2,pair-057ce9c2c22d8fb52b75,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-a26f4e54d45d/auto49622,2,0,0,0,0,0,0,0,0,
pair-057ce9c2c22d8fb52b75::ace::3,pair-057ce9c2c22d8fb52b75,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-a26f4e54d45d/items,2,0,0,0,0,0,0,0,0,
pair-057ce9c2c22d8fb52b75::ace::4,pair-057ce9c2c22d8fb52b75,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-a26f4e54d45d/auto11955,2,1,0,0,0,0,0,0,0,
pair-057ce9c2c22d8fb52b75::ace::5,pair-057ce9c2c22d8fb52b75,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-a26f4e54d45d/items,2,1,0,0,0,0,0,0,0,
pair-057ce9c2c22d8fb52b75::ace::6,pair-057ce9c2c22d8fb52b75,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-a26f4e54d45d/items,2,0,0,0,0,0,0,0,0,
pair-057ce9c2c22d8fb52b75::ace::7,pair-057ce9c2c22d8fb52b75,,,,param_added,PARAM_ADDED,get,/synth-openapi-a26f4e54d45d/auto11955,2,0,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::0,pair-05b221220776dbbf6983,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-2767700c0862/auto47249,2,0,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::1,pair-05b221220776dbbf6983,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-2767700c0862/auto51939,2,0,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::10,pair-05b221220776dbbf6983,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-2767700c0862/auto53684,2,0,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::11,pair-05b221220776dbbf6983,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-2767700c0862/auto47249,2,1,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::2,pair-05b221220776dbbf6983,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-2767700c0862/auto51939,2,1,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::3,pair-05b221220776dbbf6983,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-2767700c0862/auto56177,2,1,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::4,pair-05b221220776dbbf6983,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-2767700c0862/auto53684,2,0,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::5,pair-05b221220776dbbf6983,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-2767700c0862/auto56177,2,0,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::6,pair-05b221220776dbbf6983,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-2767700c0862/auto47249,2,1,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::7,pair-05b221220776dbbf6983,,,,response_code_removed,RESPONSE_CODE_REMOVED,get,/synth-openapi-2767700c0862/auto69780,2,1,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::8,pair-05b221220776dbbf6983,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-2767700c0862/auto47249,2,1,0,0,0,0,0,0,0,
pair-05b221220776dbbf6983::ace::9,pair-05b221220776dbbf6983,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-2767700c0862/auto53684,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::0,pair-05d8817eb1fffbcade6b,,,,response_code_removed,RESPONSE_CODE_REMOVED,get,/synth-openapi-e00adc3475f4/auto28170,2,1,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::1,pair-05d8817eb1fffbcade6b,,,,param_added,PARAM_ADDED,get,/synth-openapi-e00adc3475f4/auto28320,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::10,pair-05d8817eb1fffbcade6b,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-e00adc3475f4/auto9708,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::2,pair-05d8817eb1fffbcade6b,,,,param_added,PARAM_ADDED,get,/synth-openapi-e00adc3475f4/auto11559,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::3,pair-05d8817eb1fffbcade6b,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-e00adc3475f4/auto11559,2,1,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::4,pair-05d8817eb1fffbcade6b,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-e00adc3475f4/auto9708,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::5,pair-05d8817eb1fffbcade6b,,,,enum_narrowed,ENUM_NARROWED,get,/synth-openapi-e00adc3475f4/items,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::6,pair-05d8817eb1fffbcade6b,,,,param_added,PARAM_ADDED,get,/synth-openapi-e00adc3475f4/auto73924,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::7,pair-05d8817eb1fffbcade6b,,,,response_code_removed,RESPONSE_CODE_REMOVED,get,/synth-openapi-e00adc3475f4/auto89257,2,1,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::8,pair-05d8817eb1fffbcade6b,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-e00adc3475f4/auto28320,2,0,0,0,0,0,0,0,0,
pair-05d8817eb1fffbcade6b::ace::9,pair-05d8817eb1fffbcade6b,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-e00adc3475f4/auto28170,2,1,0,0,0,0,0,0,0,
pair-05e4f4d417d2b18a2394::ace::0,pair-05e4f4d417d2b18a2394,,,,endpoint_added,ENDPOINT_ADDED,get,/transactions/{id},2,0,0,0,0,0,18,0,0,/transactions/{id}
pair-05eec490b96b2849c8a1::ace::0,pair-05eec490b96b2849c8a1,,,,endpoint_added,ENDPOINT_ADDED,get,/users/{id},2,0,0,0,0,0,11,0,0,/users/{id}
pair-06206af7b3f14b8415fb::ace::0,pair-06206af7b3f14b8415fb,,,,endpoint_added,ENDPOINT_ADDED,get,/synth-openapi-19546737c7db/auto4673,2,0,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::1,pair-06206af7b3f14b8415fb,,,,param_added,PARAM_ADDED,get,/synth-openapi-19546737c7db/auto23791,2,0,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::10,pair-06206af7b3f14b8415fb,,,,param_added,PARAM_ADDED,get,/synth-openapi-19546737c7db/auto4673,2,0,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::2,pair-06206af7b3f14b8415fb,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-19546737c7db/auto4673,2,1,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::3,pair-06206af7b3f14b8415fb,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-19546737c7db/auto33360,2,0,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::4,pair-06206af7b3f14b8415fb,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-19546737c7db/items,2,1,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::5,pair-06206af7b3f14b8415fb,,,,response_code_removed,RESPONSE_CODE_REMOVED,get,/synth-openapi-19546737c7db/auto84663,2,1,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::6,pair-06206af7b3f14b8415fb,,,,enum_narrowed,ENUM_NARROWED,get,/synth-openapi-19546737c7db/auto33360,2,0,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::7,pair-06206af7b3f14b8415fb,,,,param_added,PARAM_ADDED,get,/synth-openapi-19546737c7db/items,2,0,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::8,pair-06206af7b3f14b8415fb,,,,param_removed,PARAM_REMOVED,get,/synth-openapi-19546737c7db/auto85639,2,1,0,0,0,0,0,0,0,
pair-06206af7b3f14b8415fb::ace::9,pair-06206af7b3f14b8415fb,,,,param_required_added,PARAM_REQUIRED_ADDED,get,/synth-openapi-19546737c7db/auto33360,2,0,0,0,0,0,0,0,0,
pair-065bafe3a68f01fd0fb4::ace::0,pair-065bafe3a68f01fd0fb4,,,,endpoint_added,ENDPOINT_ADDED,get,/products/{id},2,0,0,0,0,0,14,0,0,/products/{id}
pair-06f3d3a4b67a1d354577::ace::0,pair-06f3d3a4b67a1d354577,,,,param_type_changed,PARAM_TYPE_CHANGED,get,/synth-openapi-3d2db9ee6dd0/auto98636,2,0,0,0,0,0,0,0,0,
